"t"	"Luma"	"Luminance"	"Shutter Speed (s)"	"Aperture (f/N)"	"ISO"
6.076860703E1	1.006849039E0	1.825234127E0	6.357935100E-2	1.799999952E0	2.500000000E1
6.082115676E1	1.011787281E0	2.017306200E0	5.751585000E-2	1.799999952E0	2.500000000E1
6.087996919E1	1.009320175E0	2.207761902E0	5.255374000E-2	1.799999952E0	2.500000000E1
6.094247600E1	1.012311339E0	2.397023475E0	4.841089600E-2	1.799999952E0	2.500000000E1
6.097818211E1	1.009566080E0	2.584736995E0	4.489547300E-2	1.799999952E0	2.500000000E1
6.101388900E1	1.011235004E0	2.584914176E0	4.489547300E-2	1.799999952E0	2.500000000E1
6.108055753E1	1.011339816E0	2.957600616E0	3.924216200E-2	1.799999952E0	2.500000000E1
6.113937999E1	1.008534088E0	3.142633944E0	3.693224100E-2	1.799999952E0	2.500000000E1
6.119201057E1	1.013178051E0	3.327571454E0	3.488625500E-2	1.799999952E0	2.500000000E1
6.124201503E1	1.013194176E0	3.511415637E0	3.306067800E-2	1.799999952E0	2.500000000E1
6.129202322E1	1.010045795E0	3.696301489E0	3.140764400E-2	1.799999952E0	2.500000000E1
6.133749365E1	1.012311339E0	3.891220153E0	2.983726100E-2	1.799999952E0	2.500000000E1
6.137747426E1	1.010747227E0	3.891486752E0	2.983726100E-2	1.799999952E0	2.500000000E1
6.141451373E1	1.013718234E0	4.096368012E0	2.834539700E-2	1.799999952E0	2.500000000E1
6.145028684E1	1.013665828E0	4.538930357E0	2.558172000E-2	1.799999952E0	2.500000000E1
6.151691442E1	1.014883256E0	4.539021812E0	2.558172000E-2	1.799999952E0	2.500000000E1
6.155029369E1	1.009856327E0	4.777936950E0	2.430263400E-2	1.799999952E0	2.500000000E1
6.161691707E1	1.013230457E0	5.029650587E0	2.308750200E-2	1.799999952E0	2.500000000E1
6.168359276E1	1.009864390E0	5.294561261E0	2.193312600E-2	1.799999952E0	2.500000000E1
6.171696911E1	1.013742421E0	5.573312393E0	2.083646900E-2	1.799999952E0	2.500000000E1
6.175028388E1	1.010714977E0	5.866644788E0	1.979464500E-2	1.799999952E0	2.500000000E1
6.181692219E1	1.016628773E0	6.174619565E0	1.880491200E-2	1.799999952E0	2.500000000E1
6.185031819E1	1.010017576E0	6.840140196E0	1.697143200E-2	1.799999952E0	2.500000000E1
6.188366426E1	1.010267512E0	6.840829467E0	1.697143200E-2	1.799999952E0	2.500000000E1
6.191702176E1	1.014935662E0	7.196432941E0	1.612286000E-2	1.799999952E0	2.500000000E1
6.195032823E1	1.014746195E0	7.573726196E0	1.531671700E-2	1.799999952E0	2.500000000E1
6.198361319E1	1.011001193E0	7.964529220E0	1.455088100E-2	1.799999952E0	2.500000000E1
6.205035446E1	1.006030702E0	8.375219245E0	1.382333600E-2	1.799999952E0	2.500000000E1
6.208364638E1	1.011118099E0	8.789581916E0	1.313216900E-2	1.799999952E0	2.500000000E1
6.215028646E1	1.003869969E0	9.196419426E0	1.247556000E-2	1.799999952E0	2.500000000E1
6.218368134E1	1.006441886E0	9.667373374E0	1.185178200E-2	1.799999952E0	2.500000000E1
6.221699203E1	9.991010384E-1	1.011687907E1	1.125919200E-2	1.799999952E0	2.500000000E1
6.225030884E1	1.000358778E0	1.063044853E1	1.069623200E-2	1.799999952E0	2.500000000E1
6.231696192E1	9.911514770E-1	1.103075693E1	1.016142000E-2	1.799999952E0	2.500000000E1
6.235037026E1	9.861850168E-1	1.149998289E1	9.653349000E-3	1.799999952E0	2.500000000E1
6.241700484E1	9.698384288E-1	1.167894733E1	9.170681000E-3	1.799999952E0	2.500000000E1
6.245039442E1	9.703141125E-1	1.229470428E1	8.712146000E-3	1.799999952E0	2.500000000E1
6.248372380E1	9.577246195E-1	1.259302836E1	8.276538000E-3	1.799999952E0	2.500000000E1
6.251706311E1	9.586558308E-1	1.323701404E1	7.862711000E-3	1.799999952E0	2.500000000E1
6.258371511E1	9.396486391E-1	1.347715708E1	7.469575000E-3	1.799999952E0	2.500000000E1
6.265037638E1	9.355327657E-1	1.408559330E1	7.096096000E-3	1.799999952E0	2.500000000E1
6.268369180E1	9.301994647E-1	1.451077540E1	6.741291000E-3	1.799999952E0	2.500000000E1
6.271723642E1	9.162151703E-1	1.489873430E1	6.404226000E-3	1.799999952E0	2.500000000E1
6.278481411E1	8.929872936E-1	1.486364231E1	6.084014000E-3	1.799999952E0	2.500000000E1
6.281821072E1	8.932372291E-1	1.554312451E1	5.779813000E-3	1.799999952E0	2.500000000E1
6.285192899E1	8.821916925E-1	1.595103024E1	5.490822000E-3	1.799999952E0	2.500000000E1
6.295242892E1	8.662119453E-1	1.611715889E1	5.216280000E-3	1.799999952E0	2.500000000E1
6.301988718E1	8.463823852E-1	1.626536751E1	4.955466000E-3	1.799999952E0	2.500000000E1
6.305352349E1	8.354134417E-1	1.678658305E1	4.707692000E-3	1.799999952E0	2.500000000E1
6.308719319E1	8.284192789E-1	1.727000125E1	4.472307000E-3	1.799999952E0	2.500000000E1
6.315419065E1	8.160958462E-1	1.785428210E1	4.248691000E-3	1.799999952E0	2.500000000E1
6.318753492E1	8.209252451E-1	1.880511239E1	4.036256000E-3	1.799999952E0	2.500000000E1
6.322117619E1	8.123992196E-1	1.939557395E1	3.834443000E-3	1.799999952E0	2.500000000E1
6.325451872E1	8.116897252E-1	2.042102269E1	3.642720000E-3	1.799999952E0	2.500000000E1
6.332174711E1	7.966895640E-1	2.062774363E1	3.460584000E-3	1.799999952E0	2.500000000E1
6.335535842E1	7.871678277E-1	2.244467525E1	3.123176000E-3	1.799999952E0	2.500000000E1
6.338869919E1	7.907193305E-1	2.379204024E1	2.967017000E-3	1.799999952E0	2.500000000E1
6.342227430E1	7.835800439E-1	2.335172435E1	2.967017000E-3	1.799999952E0	2.500000000E1
6.345584799E1	7.778960268E-1	2.422949381E1	2.818666000E-3	1.799999952E0	2.500000000E1
6.352297526E1	7.684105715E-1	2.453543292E1	2.677732000E-3	1.799999952E0	2.500000000E1
6.355652769E1	7.576472201E-1	2.554332261E1	2.543845000E-3	1.799999952E0	2.500000000E1
6.359005684E1	7.535877838E-1	2.619977713E1	2.416652000E-3	1.799999952E0	2.500000000E1
6.365708242E1	7.390471814E-1	2.686231578E1	2.295819000E-3	1.799999952E0	2.500000000E1
6.369059349E1	7.356327399E-1	2.784468312E1	2.181028000E-3	1.799999952E0	2.500000000E1
6.372391949E1	7.372452270E-1	2.943440849E1	2.071976000E-3	1.799999952E0	2.500000000E1
6.379075776E1	7.328108875E-1	3.052218185E1	1.968377000E-3	1.799999952E0	2.500000000E1
6.382423892E1	7.263609391E-1	3.323511509E1	1.776460000E-3	1.799999952E0	2.500000000E1
6.385771895E1	7.201488326E-1	3.284423149E1	1.776460000E-3	1.799999952E0	2.500000000E1
6.392465849E1	7.044190209E-1	3.318323941E1	1.687637000E-3	1.799999952E0	2.500000000E1
6.395801222E1	7.071279992E-1	3.501144822E1	1.603255000E-3	1.799999952E0	2.500000000E1
6.402491049E1	6.862301664E-1	3.508890295E1	1.523092000E-3	1.799999952E0	2.500000000E1
6.405835345E1	6.823360101E-1	3.645773506E1	1.446937000E-3	1.799999952E0	2.500000000E1
6.409179599E1	6.745396349E-1	3.765184538E1	1.374590000E-3	1.799999952E0	2.500000000E1
6.412512995E1	6.744186984E-1	3.960487094E1	1.305860000E-3	1.799999952E0	2.500000000E1
6.415856803E1	6.710808501E-1	4.077769356E1	1.240567000E-3	1.799999952E0	2.500000000E1
6.419201145E1	6.630788829E-1	4.220488688E1	1.178538000E-3	1.799999952E0	2.500000000E1
6.422533826E1	6.598740648E-1	4.451145807E1	1.119611000E-3	1.799999952E0	2.500000000E1
6.429218776E1	6.467403573E-1	4.504697531E1	1.063630000E-3	1.799999952E0	2.500000000E1
6.432560230E1	6.366220008E-1	4.892017518E1	9.599250000E-4	1.799999952E0	2.500000000E1
6.435893776E1	6.381578947E-1	4.885046957E1	9.599250000E-4	1.799999952E0	2.500000000E1
6.439243168E1	6.243993486E-1	4.908900215E1	9.119280000E-4	1.799999952E0	2.500000000E1
6.442577603E1	6.239196336E-1	5.208045541E1	8.663310000E-4	1.799999952E0	2.500000000E1
6.445916315E1	6.174777477E-1	5.639210322E1	7.818630000E-4	1.799999952E0	2.500000000E1
6.449257418E1	6.104916473E-1	5.530289801E1	7.818630000E-4	1.799999952E0	2.500000000E1
6.452603461E1	5.949875838E-1	5.910386076E1	7.056300000E-4	1.799999952E0	2.500000000E1
6.455937084E1	5.954511739E-1	5.903555943E1	7.056300000E-4	1.799999952E0	2.500000000E1
6.459270318E1	5.962695111E-1	6.225093379E1	6.703480000E-4	1.799999952E0	2.500000000E1
6.462614857E1	5.806404799E-1	6.274041603E1	6.368300000E-4	1.799999952E0	2.500000000E1
6.469292542E1	5.628184662E-1	6.341060817E1	6.049880000E-4	1.799999952E0	2.500000000E1
6.472630545E1	5.547197497E-1	6.527448496E1	5.747380000E-4	1.799999952E0	2.500000000E1
6.479308084E1	5.363898026E-1	6.564882997E1	5.460010000E-4	1.799999952E0	2.500000000E1
6.482640288E1	5.371920150E-1	6.908340990E1	5.187000000E-4	1.799999952E0	2.500000000E1
6.485978045E1	5.291819853E-1	7.103673251E1	4.927650000E-4	1.799999952E0	2.500000000E1
6.489315403E1	5.246186468E-1	7.337225403E1	4.681260000E-4	1.799999952E0	2.500000000E1
6.495986418E1	5.176164216E-1	7.561163682E1	4.447190000E-4	1.799999952E0	2.500000000E1
6.499324138E1	5.060992325E-1	7.798305680E1	4.224830000E-4	1.799999952E0	2.500000000E1
6.502659872E1	5.010239293E-1	7.997161168E1	4.013580000E-4	1.799999952E0	2.500000000E1
6.509333526E1	4.870154476E-1	8.157164946E1	3.812900000E-4	1.799999952E0	2.500000000E1
6.512667338E1	4.856690209E-1	8.576812874E1	3.622250000E-4	1.799999952E0	2.500000000E1
6.516003545E1	4.815450851E-1	8.996968869E1	3.441130000E-4	1.799999952E0	2.500000000E1
6.522676442E1	4.657951174E-1	8.898537651E1	3.269070000E-4	1.799999952E0	2.500000000E1
6.526009688E1	4.658152735E-1	9.402308407E1	3.105610000E-4	1.799999952E0	2.500000000E1
6.532681549E1	4.548705173E-1	9.568423331E1	2.950320000E-4	1.799999952E0	2.500000000E1
6.536015392E1	4.527420343E-1	1.011327468E2	2.802800000E-4	1.799999952E0	2.500000000E1
6.542687515E1	4.357423891E-1	9.965817135E1	2.662660000E-4	1.799999952E0	2.500000000E1
6.546021430E1	4.353836107E-1	1.046539021E2	2.529520000E-4	1.799999952E0	2.500000000E1
6.552691130E1	4.142640609E-1	1.031016803E2	2.403040000E-4	1.799999952E0	2.500000000E1
6.556026872E1	4.052059146E-1	1.106808263E2	2.168730000E-4	1.799999952E0	2.500000000E1
6.559360495E1	4.056170988E-1	1.107455532E2	2.168730000E-4	1.799999952E0	2.500000000E1
6.562695199E1	4.010376354E-1	1.146508235E2	2.060290000E-4	1.799999952E0	2.500000000E1
6.566031291E1	3.894075722E-1	1.138624662E2	1.957270000E-4	1.799999952E0	2.500000000E1
6.572699957E1	3.824053470E-1	1.165162571E2	1.859400000E-4	1.799999952E0	2.500000000E1
6.576035061E1	3.735971362E-1	1.193878433E2	1.766430000E-4	1.799999952E0	2.500000000E1
6.579370818E1	3.603102425E-1	1.196002848E2	1.679490000E-4	1.799999952E0	2.500000000E1
6.586039103E1	3.514899381E-1	1.213923632E2	1.599460000E-4	1.799999952E0	2.500000000E1
6.589373218E1	3.407870550E-1	1.284586396E2	1.462630000E-4	1.799999952E0	2.500000000E1
6.592707968E1	3.305276058E-1	1.239254451E2	1.462630000E-4	1.799999952E0	2.500000000E1
6.596043461E1	3.211953367E-1	1.228923518E2	1.404410000E-4	1.799999952E0	2.500000000E1
6.599380045E1	3.105085784E-1	1.227486011E2	1.351810000E-4	1.799999952E0	2.500000000E1
6.602711630E1	3.052236520E-1	1.249658014E2	1.303300000E-4	1.799999952E0	2.500000000E1
6.606045080E1	2.981367712E-1	1.241263668E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.609380730E1	2.860753676E-1	1.191673995E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.612713841E1	2.795770446E-1	1.160717567E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.616047684E1	2.766020059E-1	1.140525365E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.622716449E1	2.636497033E-1	1.104929185E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.626050930E1	2.541199045E-1	1.037374390E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.632718703E1	2.489680083E-1	1.020374338E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.636051988E1	2.488470717E-1	1.008645044E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.639385611E1	2.477828302E-1	1.004339353E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.642719926E1	2.479198916E-1	1.019260797E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.649386884E1	2.472103973E-1	1.000813142E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.652720214E1	2.451907572E-1	1.001184322E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.656055934E1	2.463436855E-1	1.004413590E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.659388203E1	2.464888093E-1	1.013433268E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.662721995E1	2.457793150E-1	1.013247678E2	1.260620000E-4	1.799999952E0	2.500000000E1
6.678010088E1	4.539151187E-3	0.000000000E0	3.783883600E-2	1.799999952E0	2.500000000E1
6.678010088E1	4.579463364E-3	0.000000000E0	3.783883600E-2	1.799999952E0	2.500000000E1
6.680312288E1	4.664118937E-3	0.000000000E0	3.996965700E-2	1.799999952E0	2.500000000E1
6.683644964E1	4.764899381E-3	0.000000000E0	4.234722200E-2	1.799999952E0	2.500000000E1
6.690796661E1	4.793117905E-3	0.000000000E0	4.501605500E-2	1.799999952E0	2.500000000E1
6.694642591E1	4.829398865E-3	0.000000000E0	4.803188200E-2	1.799999952E0	2.500000000E1
6.698488349E1	4.833430083E-3	0.000000000E0	5.146533200E-2	1.799999952E0	2.500000000E1
6.706682280E1	4.978553922E-3	0.000000000E0	5.540719100E-2	1.799999952E0	2.500000000E1
6.711226991E1	5.079334365E-3	0.000000000E0	6.532937200E-2	1.799999952E0	2.500000000E1
6.715772595E1	5.034990970E-3	0.000000000E0	3.584052500E-2	1.799999952E0	5.000000000E1
6.720772607E1	5.091428019E-3	0.000000000E0	3.775222700E-2	1.799999952E0	5.000000000E1
6.725773049E1	5.095459236E-3	0.000000000E0	3.987330500E-2	1.799999952E0	5.000000000E1
6.731036934E1	5.176083591E-3	0.000000000E0	4.223942100E-2	1.799999952E0	5.000000000E1
6.736591960E1	5.284926471E-3	0.000000000E0	4.489468300E-2	1.799999952E0	5.000000000E1
6.742841849E1	5.494549794E-3	0.000000000E0	4.789426900E-2	1.799999952E0	5.000000000E1
6.746545753E1	5.768672601E-3	0.000000000E0	4.789426900E-2	1.799999952E0	5.000000000E1
6.750391872E1	5.974264706E-3	0.000000000E0	5.522587900E-2	1.799999952E0	5.000000000E1
6.754392126E1	6.099232456E-3	0.000000000E0	5.522587900E-2	1.799999952E0	5.000000000E1
6.758739964E1	6.195981682E-3	0.000000000E0	5.976484400E-2	1.799999952E0	5.000000000E1
6.763285272E1	6.349167957E-3	0.000000000E0	6.508057700E-2	1.799999952E0	5.000000000E1
6.768285637E1	6.631353199E-3	0.000000000E0	3.758223700E-2	1.799999952E0	1.000000000E2
6.773285991E1	6.800664345E-3	0.000000000E0	3.967208100E-2	1.799999952E0	1.000000000E2
6.777549787E1	6.341105521E-3	0.000000000E0	4.199723000E-2	1.799999952E0	1.000000000E2
6.783105122E1	6.615228328E-3	0.000000000E0	4.461931400E-2	1.799999952E0	1.000000000E2
6.789355187E1	7.328753870E-3	0.000000000E0	4.757547200E-2	1.799999952E0	1.000000000E2
6.796021826E1	7.389222136E-3	0.000000000E0	5.091954400E-2	1.799999952E0	1.000000000E2
6.799592095E1	7.340847523E-3	0.000000000E0	5.474773600E-2	1.799999952E0	1.000000000E2
6.803592541E1	7.590783024E-3	0.000000000E0	5.917318200E-2	1.799999952E0	1.000000000E2
